Grupo de Opções;Sabor / Adicional;Descrição;Preço (R$);Disponível
"[GRUPO] Sabor Pequena ";"Romeu e julieta";"Mussarela e goiabada";"34,90";"Sim"
"[GRUPO] Sabor Familia";"Alho e óleo ";"Molho de tomate caseiro, mussarela, alho frito, azeitonas pretas e orégano. ";"72,90";"Sim"
"[GRUPO] Sabor Familia";"Calabresa ";"Molho de tomate caseiro, mussarela, calabresa e orégano.";"72,90";"Sim"
"[GRUPO] Sabor Familia";"Calabresa com cebola";"Molho de tomate caseiro, mussarela, calabresa, cebola e orégano.";"72,90";"Sim"
"[GRUPO] Sabor Familia";"Crocante";"Molho de tomate caseiro, mussarela, bacon, batata palha e orégano.";"72,90";"Sim"
"[GRUPO] Sabor Familia";"Frango catupiry";"Molho de tomate caseiro, mussarela, frango com catupiry e orégano.";"72,90";"Sim"
"[GRUPO] Sabor Familia";"Alhobresa";"Molho de tomate caseiro, mussarela, calabresa, alho e orégano.";"72,90";"Sim"
"[GRUPO] Sabor Familia";"Frango caipira";"Molho de tomate caseiro, mussarela, frango, milho, bacon, catupiry e orégano.";"72,90";"Sim"
"[GRUPO] Sabor Familia";"Fricasse";"Molho de tomate caseiro, mussarela, frango, milho, creme de leite e batata palha.";"72,90";"Sim"
"[GRUPO] Sabor Familia";"Lombinho";"Molho de tomate caseiro, mussarela, lombo canadense, cebola e orégano.";"72,90";"Sim"
"[GRUPO] Sabor Familia";"Marguerita";"Molho de tomate caseiro, mussarela, tomate, manjericão, azeitonas pretas e orégano.";"72,90";"Sim"
"[GRUPO] Sabor Familia";"Milho e bacon";"Molho de tomate caseiro, mussarela, milho e bacon.";"72,90";"Sim"
"[GRUPO] Sabor Familia";"Mussarela";"Molho de tomate caseiro, mussarela, tomate, azeitonas verde e orégano.";"72,90";"Sim"
"[GRUPO] Sabor Familia";"Americana";"Molho de tomate caseiro, mussarela, milho, bacon, ovos e orégano.";"72,90";"Sim"
"[GRUPO] Sabor Familia";"Vegetariana";"Molho de tomate caseiro, mussarela, palmito, milho, brócolis, tomate e orégano.";"72,90";"Sim"
"[GRUPO] Sabor Familia";"Brócolis";"Molho de tomate caseiro, mussarela, brócolis, tomate, alho frito e orégano.";"72,90";"Sim"
"[GRUPO] Sabor Familia";"Brócolis com bacon";"Molho de tomate caseiro, mussarela, brócolis, bacon, tomate, alho frito e orégano.";"72,90";"Sim"
"[GRUPO] Sabor Familia";"Banana com chocolate preto e leite condensado.";"Mussarela, banana, chocolate preto e leite condensado.";"72,90";"Sim"
"[GRUPO] Sabor Familia";"Banana com canela";"Mussarela, banana, açúcar, canela e leite condensado";"72,90";"Sim"
"[GRUPO] Sabor Familia";" Banana leite ninho e chocolate ao leite";"Banana com leite ninho, chocolate ao leite e leite condensado.";"72,90";"Sim"
"[GRUPO] Sabor Familia";"Banana com leite ninho, chocolate ao leite e leite condensado.";"Banana com leite ninho, chocolate ao leite e leite condensado.";"72,90";"Sim"
"[GRUPO] Sabor Familia";"Brigadeiro";"Chocolate preto e granulado";"72,90";"Sim"
"[GRUPO] Sabor Familia";"Chocolate branco";"Mussarela, chocolate branco e leite condensado";"72,90";"Sim"
"[GRUPO] Sabor Familia";"Bem casado";"Mussarela, chocolate preto, chocolate branco e leite condensado";"72,90";"Sim"
"[GRUPO] Sabor Familia";"Charge";"Mussarela, chocolate preto, amendoim e leite condensado";"72,90";"Sim"
"[GRUPO] Sabor Familia";"Confeti";"Mussarela, chocolate preto, confeti e leite condensado.";"72,90";"Sim"
"[GRUPO] Sabor Familia";"Charge branco";"Mussarela, chocolate branco, amendoim e leite condensado";"72,90";"Sim"
"[GRUPO] Sabor Familia";"Chocolate preto";"Mussarela, chocolate preto e leite condensado.";"72,90";"Sim"
"[GRUPO] Sabor Familia";"Prestigio";"Mussarela, chocolate preto, coco ralado e leite condensado";"72,90";"Sim"
"[GRUPO] Sabor Familia";"Prestigio branco";"Mussarela, chocolate branco, coco ralado e leite condensado";"72,90";"Sim"
"[GRUPO] Sabor Familia";"Romeu e julieta";"Mussarela e goiabada";"72,90";"Sim"
"[GRUPO] Sabor Grande";"Alho e óleo ";"Molho de tomate caseiro, mussarela, alho frito, azeitonas pretas e orégano. ";"59,90";"Sim"
"[GRUPO] Sabor Grande";"Calabresa ";"Molho de tomate caseiro, mussarela, calabresa e orégano.";"59,90";"Sim"
"[GRUPO] Sabor Grande";"Calabresa com cebola";"Molho de tomate caseiro, mussarela, calabresa, cebola e orégano.";"59,90";"Sim"
"[GRUPO] Sabor Grande";"Crocante";"Molho de tomate caseiro, mussarela, bacon, batata palha e orégano.";"59,90";"Sim"
"[GRUPO] Sabor Grande";"Frango catupiry";"Molho de tomate caseiro, mussarela, frango com catupiry e orégano.";"59,90";"Sim"
"[GRUPO] Sabor Grande";"Alhobresa";"Molho de tomate caseiro, mussarela, calabresa, alho e orégano.";"59,90";"Sim"
"[GRUPO] Sabor Grande";"Frango caipira";"Molho de tomate caseiro, mussarela, frango, milho, bacon, catupiry e orégano.";"59,90";"Sim"
"[GRUPO] Sabor Grande";"Fricasse";"Molho de tomate caseiro, mussarela, frango, milho, creme de leite e batata palha.";"59,90";"Sim"
"[GRUPO] Sabor Grande";"Lombinho";"Molho de tomate caseiro, mussarela, lombo canadense, cebola e orégano.";"59,90";"Sim"
"[GRUPO] Sabor Grande";"Marguerita";"Molho de tomate caseiro, mussarela, tomate, manjericão, azeitonas pretas e orégano.";"59,90";"Sim"
"[GRUPO] Sabor Grande";"Milho e bacon";"Molho de tomate caseiro, mussarela, milho e bacon.";"59,90";"Sim"
"[GRUPO] Sabor Grande";"Mussarela";"Molho de tomate caseiro, mussarela, tomate, azeitonas verde e orégano.";"59,90";"Sim"
"[GRUPO] Sabor Grande";"Americana";"Molho de tomate caseiro, mussarela, milho, bacon, ovos e orégano.";"59,90";"Sim"
"[GRUPO] Sabor Grande";"Vegetariana";"Molho de tomate caseiro, mussarela, palmito, milho, brócolis, tomate e orégano.";"59,90";"Sim"
"[GRUPO] Sabor Grande";"Brócolis";"Molho de tomate caseiro, mussarela, brócolis, tomate, alho frito e orégano.";"59,90";"Sim"
"[GRUPO] Sabor Grande";"Brócolis com bacon";"Molho de tomate caseiro, mussarela, brócolis, bacon, tomate, alho frito e orégano.";"59,90";"Sim"
"[GRUPO] Sabor Grande";"Banana com chocolate preto e leite condensado.";"Mussarela, banana, chocolate preto e leite condensado.";"59,90";"Sim"
"[GRUPO] Sabor Grande";"Banana com canela";"Mussarela, banana, açúcar, canela e leite condensado";"59,90";"Sim"
"[GRUPO] Sabor Grande";" Banana leite ninho e chocolate ao leite";"Banana com leite ninho, chocolate ao leite e leite condensado.";"59,90";"Sim"
"[GRUPO] Sabor Grande";"Banana com leite ninho, chocolate ao leite e leite condensado.";"Banana com leite ninho, chocolate ao leite e leite condensado.";"59,90";"Sim"
"[GRUPO] Sabor Grande";"Brigadeiro";"Chocolate preto e granulado";"59,90";"Sim"
"[GRUPO] Sabor Grande";"Chocolate branco";"Mussarela, chocolate branco e leite condensado";"59,90";"Sim"
"[GRUPO] Sabor Grande";"Bem casado";"Mussarela, chocolate preto, chocolate branco e leite condensado";"59,90";"Sim"
"[GRUPO] Sabor Grande";"Charge";"Mussarela, chocolate preto, amendoim e leite condensado";"59,90";"Sim"
"[GRUPO] Sabor Grande";"Confeti";"Mussarela, chocolate preto, confeti e leite condensado.";"59,90";"Sim"
"[GRUPO] Sabor Grande";"Charge branco";"Mussarela, chocolate branco, amendoim e leite condensado";"59,90";"Sim"
"[GRUPO] Sabor Grande";"Chocolate preto";"Mussarela, chocolate preto e leite condensado.";"59,90";"Sim"
"[GRUPO] Sabor Grande";"Prestigio";"Mussarela, chocolate preto, coco ralado e leite condensado";"59,90";"Sim"
"[GRUPO] Sabor Grande";"Prestigio branco";"Mussarela, chocolate branco, coco ralado e leite condensado";"59,90";"Sim"
"[GRUPO] Sabor Grande";"Romeu e julieta";"Mussarela e goiabada";"59,90";"Sim"
